Studento vardas   Pavarde              ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9  ND10  ND11  ND12  ND13  ND14  ND15   Egzamino rez
Vardas6230        Pavarde6230            9     5    10     8     3    10     3     5     4     8     2     5     6     3     3              5
Vardas6231        Pavarde6231            5     9     4     3     3     2     9     9     4     8     7    10     5     9     3              2
Vardas6232        Pavarde6232            3     9     5     5     1     1     5     6     6    10    10     3     7     2     6              3
Vardas6233        Pavarde6233           10     5     6     4     4     3     9     8     5     8     8     9     2     5     5              4
Vardas6234        Pavarde6234            2     2     8     9     9    10     4     6     7     8     1     5     2     8     8              4
Vardas6235        Pavarde6235            2     1     3     8     1    10     8     6     1     5     5    10     2     2     1              4
Vardas6236        Pavarde6236            3     7     4     9     9     7    10    10     2     6     1     5     7     4     9              9
Vardas6237        Pavarde6237            1     1     6    10    10     5     1     1     3     1     1     2     5     7     1              2
Vardas6238        Pavarde6238            5     2     9     9     9     1     5     8     3     7     5     6     6     2     8              3
Vardas6239        Pavarde6239            5     6     5     7     1    10     5     5     9     2    10    10     9     4     9              6
Vardas6240        Pavarde6240            4     2     7     8     4     2     6     7     9     7     6     1     2     6     8              2
Vardas6241        Pavarde6241            2     3     4     4     7     2     3     4     6     3     1    10     3     3     4              7
Vardas6242        Pavarde6242            3     3     6     3     8     5     6     9     9     9    10     1     4    10     3              1
Vardas6243        Pavarde6243            9     2     6     3     2     5     6     5     7     8    10     3     4    10     4              2
Vardas6244        Pavarde6244            2    10     5     1     6     6     7     2     9     3     7     9     7     4     5              5
Vardas6245        Pavarde6245            3     8     7     1     4     8     7     4     6     2     9     4     3     7     7              5
Vardas6246        Pavarde6246            2     1     5     3     5     6     1     3     1     2     5     5     1     6     7              7
Vardas6247        Pavarde6247            1     3     4     4     8    10     3    10    10    10     1     4     9     8     8              8
Vardas6248        Pavarde6248            8     6     1    10     1     9    10     7     8     2     7     4     6     6     3              8
